num,title,description,format,status,AdDate,category,category1,category1_desc,category2,category2_desc,category3,category3_desc,Code,Campaign,Objective,Budget,Product,Start_Date,End_Date,Audience_Interest,Audience_Segment,Client,Client_Budget,City
3900,Sizzling Savings Event: Shop Now and Save!,Sizzle with savings at our Sizzling Savings Event. Shop now and save big on a variety of products!,Rich Media Ads,Paused,2018-01-26,"['Beauty', 'Skincare', 'Moisturizers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Moisturizers,Hydrate and nourish your skin with our range of moisturizers for every skin type.,320000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Huesca Shorts L 32.99  Winter Cotton,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
3901,Clear the Shelves: Massive Year-End Sale!,"Clearance time! Grab incredible deals on year-end closeout items. Limited stock, so shop now and save big!",Interstitial Ads,Expired,2019-05-19,"['Sports', 'Outdoor', 'Camping']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Camping,Embark on outdoor adventures with our camping gear and essentials.,265000 SizzlingSavings 2020-11-20,SizzlingSavings,Offer hot deals on a variety of products,500000,Fuenlabrada Goalkeeper Gloves 2XL 248.97,2020-11-20,2025-11-20,Art - Creativity,20-50,Serra y asociados S.Coop.,620000,"Zaragoza, Spain"
3902,Mindful Moments: Find Your Inner Peace!,Find your inner peace with Mindful Moments. Explore products that promote mindfulness and relaxation!,In-App Ads,Archived,2021-10-02,"['Beauty', 'Skincare', 'Moisturizers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Moisturizers,Hydrate and nourish your skin with our range of moisturizers for every skin type.,395000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Alhama Boots XL 103.99 Football  Waterproof Lace-up,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
3903,"Wellness Wonderland: Healthier Choices, Happier You!",Take a break and focus on your well-being. Wellness Week brings you discounts on self-care products and more!,In-App Ads,Paused,2021-01-08,"['Home', 'Decor']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Decor,Transform your living space with our decorative items and home accents.,,,405000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Fuenlabrada Jersey XL Official 138.31  Summer Blend,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
3904,Celebrate the Holidays with Special Discounts!,Join the festive celebration with our special holiday discounts. Make your holidays extra special with our exclusive offers!,Rich Media Ads,Scheduled,2019-06-09,"['Sports', 'Outdoor', 'Camping']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Camping,Embark on outdoor adventures with our camping gear and essentials.,305000 BackToSchoolDeals 2022-05-29,BackToSchoolDeals,Attract students with special deals,300000,Athletic Club Ball Official 26.66,2022-05-29,2022-08-29,Pets - Pet Care,30-60,Melero y Ruano S.A.,791000,"Navarra, Spain"
3905,Warm Up Your Winter: Cozy Comforts Await!,Cozy up with our collection of warm and comfortable essentials. Embrace the chill with our cozy comfort products!,In-App Ads,Pending Approval,2019-10-24,"['Electronics', 'Tablets']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Tablets,Experience versatility and portability with our range of tablets for work and entertainment.,,,140000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Real Betis Backpack  186.64 Multi-Compartment,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
3906,"New Year, New Savings: Kickstart 2024!",Game On! Level up your gaming experience with our latest releases and exclusive gaming deals!,Affiliate Marketing,Suspended,2017-10-14,"['Automotive', 'Accessories', 'Car Mats']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Car Mats,Protect and personalize your car's interior with our durable and stylish car mats.,170000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Girona Coat S Official 147.32  Winter Cotton,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
3907,Flash Friday Sale: Don't Miss Out!,Flash Friday Sale is back! Don't miss out on 24 hours of incredible discounts. Grab the best deals before they're gone!,Affiliate Marketing,Cancelled,2021-07-08,"['Beauty', 'Haircare', 'Shampoos', 'Volumizing']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Shampoos,Revitalize your hair with our specially formulated shampoos for different hair types.,430000 FitnessFiesta 2022-01-19,FitnessFiesta,Fitness-related promotions,6500000,Burgos Boots 2XL 199.97 Football  Waterproof Lace-up,2022-01-19,2023-01-19,Cars - Automotive,25-50,Cornelio Pagès Aznar S.L.,586000,"Palencia, Spain"
3908,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Pop-up Ads,Scheduled,2018-10-18,"['Electronics', 'Tablets']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Tablets,Experience versatility and portability with our range of tablets for work and entertainment.,,,340000 SizzlingSavings 2020-11-20,SizzlingSavings,Offer hot deals on a variety of products,500000,Villarreal Ball  43.32,2020-11-20,2025-11-20,Art - Creativity,20-50,Serra y asociados S.Coop.,620000,"Zaragoza, Spain"
3909,Gizmo Gala: Exclusive Tech Extravaganza!,"Tech enthusiasts, rejoice! Tech Tuesday brings you exclusive offers on the latest gadgets and electronics. Don't miss out!",Affiliate Marketing,Completed,2024-03-02,"['Clothing', ""Children's Clothing"", 'Teens', 'T-Shirts']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Teens,Discover trendy and comfortable clothing options for teenagers.,170000 AdventureAwaits 2022-07-27,AdventureAwaits,Encourage adventure-themed purchases,14000,Athletic Club Shorts L 31.99  Winter Cotton,2022-07-27,2024-07-27,Family - Parenting,25-45,Servicios TWIB S.Com.,864000,"Toledo, Spain"
3910,Clear the Shelves: Massive Year-End Sale!,"Clearance time! Grab incredible deals on year-end closeout items. Limited stock, so shop now and save big!",Social Media Ads,Completed,2023-07-31,"['Books', ""Children's Books"", 'Chapter Books', 'Adventure']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Chapter Books,Take young readers on exciting literary journeys with our engaging chapter books.,495000 FitnessFiesta 2022-01-19,FitnessFiesta,Fitness-related promotions,6500000,Real Betis Coat 2XL Official 346.64  Winter Cotton,2022-01-19,2023-01-19,Cars - Automotive,25-50,Cornelio Pagès Aznar S.L.,586000,"Palencia, Spain"
3911,Year-End Clearance Extravaganza!,Bid farewell to the year with our Year-End Clearance Extravaganza. Grab incredible deals on a wide range of products!,Rich Media Ads,Scheduled,2024-10-27,"['Home', 'Decor']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Decor,Transform your living space with our decorative items and home accents.,,,205000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Sporting Gijón Pencil Case  29.01 Ink Compartment,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
3912,Foodie's Delight: Savor Irresistible Flavors!,Indulge in a culinary adventure with Foodie Fiesta. Savor the flavors of our exclusive deals on gourmet delights!,Search Ads,Active,2018-10-30,"['Electronics', 'Tablets']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Tablets,Experience versatility and portability with our range of tablets for work and entertainment.,,,340000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Real Betis Bermuda Shorts 2XL Official 119.97  All Seasons Polyester,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
3913,Travel Treats: Plan Your Next Adventure!,Plan your next adventure with Travel Treats. Discover exclusive discounts on travel essentials and accessories!,Email Marketing,Draft,2020-03-10,"['Automotive', 'Accessories', 'Car Mats']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Car Mats,Protect and personalize your car's interior with our durable and stylish car mats.,310000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Osasuna Long Pants 2XL 69.99  Summer Blend,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
3914,Cozy Comforts: Stay Warm and Cozy!,Cozy up with our collection of warm and comfortable essentials. Stay warm and stylish with our Cozy Comforts!,Video Ads,Cancelled,2020-09-19,"['Electronics', 'Tablets']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Tablets,Experience versatility and portability with our range of tablets for work and entertainment.,,,145000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Real Madrid Coat 2XL Official 246.98  Winter Cotton,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
3915,Fitness Freaks Rejoice: Grab Your Gear Now!,Level up your fitness journey with Fitness Fiesta. Grab your workout gear and achieve your health and fitness goals!,Interactive Ads,Expired,2021-07-17,"['Home', 'Bedroom', 'Bedding', 'Sheets']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Bedroom,Create a relaxing and comfortable bedroom with our premium bedding essentials.,Bedding,Create a cozy and inviting bedroom atmosphere with our high-quality bedding essentials.,90000 TechTuesday 2022-08-22,TechTuesday,Showcase new tech products,500000,Las Palmas Socks XS Official 21.31 All sports  Sweet fit,2022-08-22,2023-08-22,Gaming - Technology,15-35,Larrea y Cabrera S.Coop.,962000,"Huelva, Spain"
3916,Adventure Awaits: Explore New Horizons!,Embark on a new adventure with Adventure Awaits. Explore new horizons with our specially curated adventure-themed products!,Augmented Reality Ads,Cancelled,2017-09-13,"['Books', 'Non-Fiction', 'Biography']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Non-Fiction,Expand your knowledge and insights with our thought-provoking non-fiction books.,Biography,Gain insights into the lives of inspiring individuals with our collection of biographies.,110000 SpringSale2024 2018-09-10,SpringSale2024,Boost sales during spring season,150000,Zaragoza Ball  59.14,2018-09-10,2019-09-10,Fashion - Shopping,18-35,Vendrell y asociados S.A.,470000,"Pontevedra, Spain"
3917,Jet Set Go: Travel Essentials at Unbeatable Prices!,Plan your next escape with Travel Treats! Explore exclusive discounts on travel essentials and accessories. Bon voyage!,Audio Ads,Draft,2023-04-28,"['Home', 'Kitchen', 'Appliances', 'Coffee Makers']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Kitchen,Equip your kitchen with top-quality cookware and appliances for a culinary haven.,Appliances,Upgrade your kitchen with innovative and efficient kitchen appliances.,310000 SummerPromo 2024-01-23,SummerPromo,Promote summer product line,500000,Mallorca Jersey XL Official 84.98  Summer Blend,2024-01-23,2026-01-23,Travel- Adventure,25-45,Díaz & Asociados S.L.N.E,135000,"Málaga, Spain"
3918,Fitness Fiesta: Achieve Your Fitness Goals!,Indulge in culinary delights with Foodie Fiesta. Savor irresistible flavors with our exclusive deals on gourmet delights!,Sponsored Content,Completed,2019-01-08,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,295000 YearEndClearance 2023-08-20,YearEndClearance,Clear out year-end inventory,50000,CD Mirandés Jersey XL 89.98  Summer Blend,2023-08-20,2024-08-20,Wellness - Fitness,22-50,Comercializadora Ayala S.Coop.,825000,"Zaragoza, Spain"
3919,Smart Starts: Back-to-School Tech Bonanza!,Get ready for school with our back-to-school essentials. Quality products at affordable prices to kickstart the academic year!,Native Ads,Cancelled,2021-02-04,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,495000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,Espanyol Boots L 154.65 Football  Waterproof Lace-up,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
3920,Smart Starts: Back-to-School Tech Bonanza!,Get ready for school with our back-to-school essentials. Quality products at affordable prices to kickstart the academic year!,Social Media Ads,Completed,2021-11-17,"['Electronics', 'Audio', 'Earbuds']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Audio,"Immerse yourself in superior audio quality with our collection of headphones, speakers, and soundbars.",Earbuds,Immerse yourself in music and calls with our comfortable and high-quality earbuds.,330000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,Valencia Backpack  160.98 Multi-Compartment,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
3921,Explore the Unknown: Adventure Awaits You!,"Embark on a new adventure with our specially curated products. Adventure Awaits – explore, experience, and enjoy!",Banner Ads,Draft,2022-03-22,"['Clothing', 'Accessories', 'Hats']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Hats,Top off your look with our stylish and functional hats for every occasion.,370000 FitnessFiesta 2022-01-19,FitnessFiesta,Fitness-related promotions,6500000,Atlético Madrid Jersey S Official 83.32  Summer Blend,2022-01-19,2023-01-19,Cars - Automotive,25-50,Cornelio Pagès Aznar S.L.,586000,"Palencia, Spain"
3922,Clear the Shelves: Massive Year-End Sale!,"Clearance time! Grab incredible deals on year-end closeout items. Limited stock, so shop now and save big!",Display Ads,Cancelled,2018-05-03,"['Books', 'Fiction', 'Mystery']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Fiction,Escape into captivating fictional worlds with our diverse collection of fiction books.,Mystery,Unravel mysteries and suspenseful tales with our captivating mystery novels.,410000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Ponferradina Boots S 186.64 Football  Waterproof Lace-up,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
3923,Gadget Galore: Unbox the Latest Innovations!,Gadget Galaxy is calling! Discover the latest gadgets and tech innovations at irresistible prices. Upgrade your tech game today!,Social Media Ads,Active,2019-05-13,"['Books', ""Children's Books"", 'Picture Books', 'Animals']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Picture Books,Introduce young readers to the world of storytelling with our delightful picture books.,230000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Zaragoza Pencil Case Official 30.74 Ink Compartment,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
3924,Warm Up Your Winter: Cozy Comforts Await!,Cozy up with our collection of warm and comfortable essentials. Embrace the chill with our cozy comfort products!,Banner Ads,Cancelled,2019-11-14,"['Clothing', 'Accessories', 'Scarves']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Scarves,Wrap up in style with our collection of cozy and fashionable scarves.,490000 FallFashionFrenzy 2023-10-24,FallFashionFrenzy,Highlight fall fashion trends,30000,Fuenlabrada Sweatshirt 2XL 110.64  Summer Blend,2023-10-24,2025-10-24,Foodie - Cooking,18-50,Ramirez y Olivera S.C.P,628000,"Girona, Spain"
3925,Summer Splurge: Treat Yourself to Luxe!,"Dive into summer savings with our unbeatable deals. From fashion to electronics, discover the ultimate summer shopping experience!",Sponsored Content,Expired,2023-02-17,"['Toys', 'Educational', 'STEM']",Toys,Bring joy to your little ones with our selection of educational and entertaining toys.,Educational,Encourage learning through play with our educational toys and games.,STEM,Encourage STEM education and curiosity with our selection of STEM toys.,220000 PetParadise 2017-12-21,PetParadise,Advertise pet-related products,50000,Alcorcón Ball Official 31.65,2017-12-21,2018-12-21,Environment - Sustainability,20-50,Alimentación IXRU S.L.,871000,"Palencia, Spain"
3926,Adventure Awaits: Explore New Horizons!,Embark on a new adventure with Adventure Awaits. Explore new horizons with our specially curated adventure-themed products!,Video Ads,Paused,2019-12-30,"['Books', ""Children's Books"", 'Chapter Books', 'Adventure']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Chapter Books,Take young readers on exciting literary journeys with our engaging chapter books.,195000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Burgos Coat XS Official 324.98  Winter Cotton,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
3927,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Affiliate Marketing,Pending Approval,2020-03-10,"['Home', 'Bedroom', 'Bedding', 'Sheets']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Bedroom,Create a relaxing and comfortable bedroom with our premium bedding essentials.,Bedding,Create a cozy and inviting bedroom atmosphere with our high-quality bedding essentials.,95000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,UDG Tenerife Polo Shirt M 86.31  All Seasons Polyester,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
3928,Explore the Unknown: Adventure Awaits You!,"Embark on a new adventure with our specially curated products. Adventure Awaits – explore, experience, and enjoy!",Video Ads,Cancelled,2020-08-18,"['Automotive', 'Maintenance', 'Oil Changes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Maintenance,Ensure the longevity of your vehicle with our reliable maintenance products.,Oil Changes,Ensure the health of your vehicle with regular and efficient oil changes.,325000 FitnessFiesta 2022-01-19,FitnessFiesta,Fitness-related promotions,6500000,Getafe Long Pants XS Official 71.99  Summer Blend,2022-01-19,2023-01-19,Cars - Automotive,25-50,Cornelio Pagès Aznar S.L.,586000,"Palencia, Spain"
3929,Gadget Galaxy: Explore the Latest Gadgets!,Enter the Gadget Galaxy and explore the latest gadgets. Upgrade your tech game with exclusive offers on cutting-edge devices!,Social Media Ads,Scheduled,2024-08-04,"['Sports', 'Outdoor', 'Camping']",Sports,Gear up for your favorite sports activities with our high-quality sports equipment and apparel.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Camping,Embark on outdoor adventures with our camping gear and essentials.,185000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Amorebieta Sweatshirt XL Official 90.64  Summer Blend,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
3930,Explore the Unknown: Adventure Awaits You!,"Embark on a new adventure with our specially curated products. Adventure Awaits – explore, experience, and enjoy!",Carousel Ads,Draft,2021-01-29,"['Beauty', 'Haircare', 'Shampoos', 'Volumizing']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Shampoos,Revitalize your hair with our specially formulated shampoos for different hair types.,365000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Celta Vigo Ball Official 49.98,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
3931,Unleash Your Style with Our Spring Collection!,"Step into the new year with style and savings. Kickstart 2024 with our exclusive collection. New year, new savings!",Interactive Ads,Cancelled,2024-08-20,"['Books', ""Children's Books"", 'Picture Books', 'Animals']",Books,Immerse yourself in captivating stories and gain knowledge with our diverse collection of books.,Children's Books,Spark the imagination of young readers with our engaging and delightful children's books.,Picture Books,Introduce young readers to the world of storytelling with our delightful picture books.,185000 WellnessWeek 2023-11-20,WellnessWeek,Emphasize wellness and self-care,50000,Espanyol Backpack  135.31 Multi-Compartment,2023-11-20,2024-01-20,Digital Marketing - Business,25-55,Lozano y asociados S.A.,161000,"Lleida, Spain"
3932,"Hot Picks: Red-Hot Savings, Cool Prices!",Sizzle with savings at our event! The hottest deals on a variety of products. Shop now and make your wallet happy!,Audio Ads,Active,2018-08-10,"['Automotive', 'Accessories', 'Car Mats']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Accessories,"Complete your look with our fashionable accessories, from hats to scarves.",Car Mats,Protect and personalize your car's interior with our durable and stylish car mats.,310000 MindfulMoments 2021-09-24,MindfulMoments,Promote mindfulness and relaxation,12000,Cartagena Jersey L 109.98  Summer Blend,2021-09-24,2023-09-24,Reading - Education,20-60,Tecnologías Peinado S.A.,490000,"Sevilla, Spain"
3933,Mindful Moments: Find Your Inner Peace!,Find your inner peace with Mindful Moments. Explore products that promote mindfulness and relaxation!,Sponsored Content,Active,2021-10-06,"['Clothing', ""Children's Clothing"", 'Infants', 'Onesies']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Infants,Dress your littlest ones in adorable and comfortable clothing for infants.,400000 FlashFriday 2022-10-05,FlashFriday,Create urgency with flash sales,20000,Celta Vigo Sweatshirt 3XL Official 79.98  Summer Blend,2022-10-05,2023-10-05,Mindfulness - Self-Care,20-45,Luna y Guitart S.L.U.,411000,"Badajoz, Spain"
3934,Gadget Galaxy: Explore the Latest Gadgets!,Enter the Gadget Galaxy and explore the latest gadgets. Upgrade your tech game with exclusive offers on cutting-edge devices!,In-App Ads,Archived,2021-06-25,"['Electronics', 'Smartwatches']",Electronics,Stay connected and updated with cutting-edge electronic gadgets and devices.,Smartwatches,Stay connected and monitor your health with our innovative smartwatches.,,,355000 TravelTreats 2020-04-18,TravelTreats,Encourage travel-related purchases,100000,UDG Tenerife Polo Shirt XS Official 86.31  All Seasons Polyester,2020-04-18,2022-04-18,Music - Entertainment,18-40,Servicios Castellana S.A.,726000,"Madrid, Spain"
3935,Gadget Galore: Unbox the Latest Innovations!,Gadget Galaxy is calling! Discover the latest gadgets and tech innovations at irresistible prices. Upgrade your tech game today!,Sponsored Content,Rejected,2020-09-24,"['Beauty', 'Haircare', 'Shampoos', 'Volumizing']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Haircare,Nourish and style your hair with our range of premium haircare products.,Shampoos,Revitalize your hair with our specially formulated shampoos for different hair types.,150000 GadgetGalaxy 2020-09-19,GadgetGalaxy,Promote latest gadgets and tech,500000,Getafe Long Pants M Official 71.99  Summer Blend,2020-09-19,2022-09-19,Outdoor Activities - Fitness,18-40,Distribuciones VL S.Coop.,527000,"Navarra, Spain"
3936,Friday Frenzy: Flash Deals for 24 Hours Only!,Flash Friday Sale is here! Enjoy massive discounts for 24 hours only. Act fast and grab the hottest deals before they're gone!,Audio Ads,Active,2023-04-16,"['Clothing', ""Children's Clothing"", 'Toddlers', 'Dresses']",Clothing,Revamp your wardrobe with the latest fashion trends. Explore a wide range of stylish clothing options.,Children's Clothing,Dress your little ones in stylish and comfortable clothing designed for every age.,Toddlers,Explore adorable clothing and essentials designed for toddlers.,290000 HolidaySpecial 2023-08-20,HolidaySpecial,Create excitement for holiday shopping,500000,Real Betis Cap M Official 53.31 UV Protection,2023-08-20,2024-08-20,Tech - Gadgets,20-40,Salazar & Asociados S.Com.,803000,"Badajoz, Spain"
3937,Travel Treats: Plan Your Next Adventure!,Plan your next adventure with Travel Treats. Discover exclusive discounts on travel essentials and accessories!,Influencer Marketing,Pending Approval,2024-08-04,"['Beauty', 'Skincare', 'Cleansers']",Beauty,"Enhance your beauty routine with our skincare, haircare, and beauty products for a radiant look.",Skincare,Pamper your skin with our skincare products designed to enhance your natural beauty.,Cleansers,Refresh and cleanse your skin with our range of effective skincare cleansers.,355000 FoodieFiesta 2021-07-20,FoodieFiesta,Culinary delights and food promotions,900000,Barcelona Jersey 2XL 51.66  All Seasons Polyester,2021-07-20,2022-07-20,Sports - Fitness,18-40,Comercial Globales S.C.P,876000,"Valencia, Spain"
3938,Travel Treats: Plan Your Next Adventure!,Plan your next adventure with Travel Treats. Discover exclusive discounts on travel essentials and accessories!,Social Media Ads,Completed,2024-06-18,"['Home', 'Kitchen', 'Appliances', 'Coffee Makers']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Kitchen,Equip your kitchen with top-quality cookware and appliances for a culinary haven.,Appliances,Upgrade your kitchen with innovative and efficient kitchen appliances.,95000 DigitalDiscoveries 2020-04-07,DigitalDiscoveries,Highlight digital products and services,500000,Madrid CFF Jersey XS Official 121.64  Summer Blend,2020-04-07,2024-04-07,Home Decor - DIY,25-55,Camps y Moya S.L.N.E,447000,"Girona, Spain"
3939,Game On: Level Up Your Gaming Experience!,Level up your fitness journey with Fitness Fiesta. Achieve your fitness goals with our exclusive offers on workout gear!,Rich Media Ads,Scheduled,2022-05-09,"['Toys', 'Outdoor', 'Water Toys']",Toys,Bring joy to your little ones with our selection of educational and entertaining toys.,Outdoor,Embrace the great outdoors with our outdoor gear and essentials for camping and hiking.,Water Toys,Make a splash and create lasting memories with our fun water toys.,140000 CozyComforts 2022-04-22,CozyComforts,Promote cozy and comfortable items,50000,Elche Backpack  100.32 Multi-Compartment,2022-04-22,2024-04-22,Science Fiction - Technology,15-35,Desarrollo del Mediterráneo S.L.N.E,717000,"Málaga, Spain"
3940,Jingle All the Way to Our Festive Discounts!,Celebrate the festive season with our special discounts on a wide range of products. Spread joy and make your holidays unforgettable!,Virtual Reality Ads,Pending Approval,2022-01-03,"['Automotive', 'Maintenance', 'Oil Changes']",Automotive,Maintain and accessorize your vehicle with our automotive parts and accessories.,Maintenance,Ensure the longevity of your vehicle with our reliable maintenance products.,Oil Changes,Ensure the health of your vehicle with regular and efficient oil changes.,150000 YearEndClearance 2023-08-20,YearEndClearance,Clear out year-end inventory,50000,CD Mirandés Coat 3XL Official 233.98  Winter Cotton,2023-08-20,2024-08-20,Wellness - Fitness,22-50,Comercializadora Ayala S.Coop.,825000,"Zaragoza, Spain"
3941,Autumn Vibes: Cozy Up with Fall Essentials!,Fall in love with fall fashion! Explore our latest collection and stay on-trend with cozy and stylish fall essentials.,Affiliate Marketing,Paused,2024-02-21,"['Home', 'Kitchen', 'Appliances', 'Coffee Makers']",Home,Create a cozy and welcoming home with our premium home decor and essentials for every room.,Kitchen,Equip your kitchen with top-quality cookware and appliances for a culinary haven.,Appliances,Upgrade your kitchen with innovative and efficient kitchen appliances.,200000 FallFashionFrenzy 2023-10-24,FallFashionFrenzy,Highlight fall fashion trends,30000,Racing Ferrol Long Pants XS Official 153.97  Summer Blend,2023-10-24,2025-10-24,Foodie - Cooking,18-50,Ramirez y Olivera S.C.P,628000,"Girona, Spain"
